-0.15991643	0.40729833	0.26305988	0.3783225	-0.05868581	-0.27858874	-0.15299042	-0.24994941	-0.45876795	-0.24706607	-0.09229342	-0.065869324	0.03260237	0.04396642	0.3497948	0.22740123
0.031976838	0.45810303	0.38375068	0.62550163	0.23441888	-0.43070826	-0.3216095	-0.26062545	-0.4738893	-0.44471857	-0.14107312	0.22916648	0.19118308	-0.16912276	0.22548462	0.097423226
-0.41057625	-0.07358328	0.12937497	0.33771393	-0.32744786	-0.4245573	-0.15882234	0.081648156	-0.2943004	-0.01669658	-0.31566688	-0.18719272	0.12943043	0.37387615	0.3166422	0.40589583
-0.017801173	-0.001231726	0.14927703	0.12368844	-0.17361215	-0.47727406	-0.04921777	0.26445463	-0.31680486	-0.017509302	-0.093263865	-0.14034133	0.23685011	0.17898361	0.3041941	0.17817162
0.03760523	-0.010991358	0.11460576	-0.0076087527	-0.24656774	-0.29751623	-0.1794203	0.37469062	-0.3363776	-0.042247202	-0.08838197	-0.21686545	0.17089836	0.04449886	0.40283826	0.049261335
-0.586095	-0.43904898	-0.14621726	0.18908244	-0.5115339	0.003980346	-0.06061988	0.17718074	0.15288967	0.29864818	-0.42935044	-0.39407888	0.058472704	0.63185966	0.16257742	0.5145977
-0.06395808	0.355743	0.23528735	0.49493346	0.17277925	-0.31590122	-0.08440084	-0.24057184	-0.36194557	-0.20219293	-0.0749664	0.12279126	0.08935581	0.056129236	0.1795172	0.16138175
-0.22854438	0.22698668	0.11258083	0.2777286	-0.1210501	-0.31899938	-0.0886249	-0.121076845	-0.4297207	-0.09719102	-0.069645755	-0.14454782	-0.0018673615	0.19440109	0.3133277	0.20183854
-0.41814244	-0.12994018	-0.15751082	-0.2719115	-0.4885119	0.24102461	-0.06733682	0.4312663	-0.2557867	0.2017191	-0.17641893	-0.46006238	-0.07063001	0.51507634	0.40411404	0.3450472
-0.21798244	0.059727952	0.18100771	0.31676185	-0.09420963	-0.22518806	-0.083259515	-0.16342078	-0.2246899	-0.1049154	-0.24058832	-0.070932396	0.1146387	0.21859522	0.14475128	0.20515585
-0.23805435	0.5396677	-0.103489436	0.37011313	0.2617875	-0.27964413	0.19235201	-0.38381064	-0.5148708	0.048531983	0.23634368	0.1030194	-0.26127234	0.15777197	0.012435172	0.31281272
0.0578137	0.539968	0.08315498	0.03945549	-0.21603931	0.03534006	-0.049908713	0.04014009	-0.5354081	-0.08969159	0.15748055	-0.36101222	-0.20066024	-0.16414504	0.48771343	0.21107323
